song_title,artist,city,weather_main,temperature,ingested_at,lyrics_preview,row_num,song_mood,weather_mood
Party 4 U,Charli XCX,Denver,Clouds,51.26,2025-05-19 05:14:14.333947 UTC,"I only threw this party for you
Only threw this party for you, for you, for you
I was hopin' you would come through",,Energetic,Calm
guess featuring billie eilish,Charli XCX,Boston,Clouds,,2025-05-19 05:14:16.805242 UTC,"Hey, Billie, you there?
Uh-uh
You wanna guess the colour of my underwear",,,
guess featuring billie eilish,Charli XCX,Boston,Clouds,,2025-05-19 05:14:16.832376 UTC,"Hey, Billie, you there?
Uh-uh
You wanna guess the colour of my underwear",,,
guess featuring billie eilish,Charli XCX,Boston,Clouds,57.88,2025-05-19 05:14:16.846878 UTC,"Hey, Billie, you there?
Uh-uh
You wanna guess the colour of my underwear",,,
guess featuring billie eilish,Charli XCX,Boston,Clouds,57.88,2025-05-19 05:14:16.88363 UTC,"Hey, Billie, you there?
Uh-uh
You wanna guess the colour of my underwear",,Neutral,Calm
guess featuring billie eilish,Charli XCX,Boston,Clouds,,2025-05-19 05:14:16.91724 UTC,"Hey, Billie, you there?
Uh-uh
You wanna guess the colour of my underwear",,,
Die With A Smile,Lady Gaga,New York,Clouds,,2025-05-19 05:14:19.19005 UTC,"(Ooh, ooh)
I, I just woke up from a dream
Where you and I had to say goodbye",,,
Die With A Smile,Lady Gaga,New York,Clouds,62.98,2025-05-19 05:14:19.227484 UTC,"(Ooh, ooh)
I, I just woke up from a dream
Where you and I had to say goodbye",,,
Die With A Smile,Lady Gaga,New York,Clouds,,2025-05-19 05:14:19.235302 UTC,"(Ooh, ooh)
I, I just woke up from a dream
Where you and I had to say goodbye",,,
Die With A Smile,Lady Gaga,New York,Clouds,62.98,2025-05-19 05:14:19.241201 UTC,"(Ooh, ooh)
I, I just woke up from a dream
Where you and I had to say goodbye",,Neutral,Calm
Die With A Smile,Lady Gaga,New York,Clouds,,2025-05-19 05:14:19.234779 UTC,"(Ooh, ooh)
I, I just woke up from a dream
Where you and I had to say goodbye",,,
Von Dutch,Charli XCX,Los Angeles,Clear,,2025-05-19 05:14:21.852268 UTC,"It's okay to just admit that you're jealous of me
Yeah, I heard you talk about me, that's the word on the street
You're obsessing, just confess it, put your hands up",,,
Von Dutch,Charli XCX,Los Angeles,Clear,,2025-05-19 05:14:21.887359 UTC,"It's okay to just admit that you're jealous of me
Yeah, I heard you talk about me, that's the word on the street
You're obsessing, just confess it, put your hands up",,,
Von Dutch,Charli XCX,Los Angeles,Clear,,2025-05-19 05:14:21.900094 UTC,"It's okay to just admit that you're jealous of me
Yeah, I heard you talk about me, that's the word on the street
You're obsessing, just confess it, put your hands up",,,
Von Dutch,Charli XCX,Los Angeles,Clear,59.56,2025-05-19 05:14:21.907297 UTC,"It's okay to just admit that you're jealous of me
Yeah, I heard you talk about me, that's the word on the street
You're obsessing, just confess it, put your hands up",,,
Von Dutch,Charli XCX,Los Angeles,Clear,59.56,2025-05-19 05:14:22.505322 UTC,"It's okay to just admit that you're jealous of me
Yeah, I heard you talk about me, that's the word on the street
You're obsessing, just confess it, put your hands up",,Neutral,Happy
Poker Face,Lady Gaga,Miami,Clouds,,2025-05-19 05:14:25.18828 UTC,"Mum-mum-mum-mah
Mum-mum-mum-mah
Mum-mum-mum-mah",,,
Poker Face,Lady Gaga,Miami,Clouds,79.18,2025-05-19 05:14:25.201105 UTC,"Mum-mum-mum-mah
Mum-mum-mum-mah
Mum-mum-mum-mah",,,
Poker Face,Lady Gaga,Miami,Clouds,,2025-05-19 05:14:25.201129 UTC,"Mum-mum-mum-mah
Mum-mum-mum-mah
Mum-mum-mum-mah",,,
Poker Face,Lady Gaga,Miami,Clouds,,2025-05-19 05:14:25.201241 UTC,"Mum-mum-mum-mah
Mum-mum-mum-mah
Mum-mum-mum-mah",,,
Poker Face,Lady Gaga,Miami,Clouds,79.18,2025-05-19 05:14:25.255065 UTC,"Mum-mum-mum-mah
Mum-mum-mum-mah
Mum-mum-mum-mah",,Neutral,Calm
Judas,Lady Gaga,Chicago,Clouds,,2025-05-19 05:14:27.938356 UTC,"Woah-woah-woah-woah-woah
I'm in love with Juda-as, Juda-as
Woah-woah-woah-woah-woah",,,
Judas,Lady Gaga,Chicago,Clouds,46.09,2025-05-19 05:14:27.9502 UTC,"Woah-woah-woah-woah-woah
I'm in love with Juda-as, Juda-as
Woah-woah-woah-woah-woah",,,
Judas,Lady Gaga,Chicago,Clouds,,2025-05-19 05:14:27.943519 UTC,"Woah-woah-woah-woah-woah
I'm in love with Juda-as, Juda-as
Woah-woah-woah-woah-woah",,,
Judas,Lady Gaga,Chicago,Clouds,,2025-05-19 05:14:27.920854 UTC,"Woah-woah-woah-woah-woah
I'm in love with Juda-as, Juda-as
Woah-woah-woah-woah-woah",,,
Judas,Lady Gaga,Chicago,Clouds,46.09,2025-05-19 05:14:27.985587 UTC,"Woah-woah-woah-woah-woah
I'm in love with Juda-as, Juda-as
Woah-woah-woah-woah-woah",,Romantic,Calm
505,Arctic Monkeys,Seattle,Clouds,,2025-05-19 05:14:30.14117 UTC,"I'm going back to 505
If it's a seven hour flight or a forty-five minute drive
In my imagination, you're waitin' lyin' on your side",,,
505,Arctic Monkeys,Seattle,Clouds,50.72,2025-05-19 05:14:30.161316 UTC,"I'm going back to 505
If it's a seven hour flight or a forty-five minute drive
In my imagination, you're waitin' lyin' on your side",,,
505,Arctic Monkeys,Seattle,Clouds,,2025-05-19 05:14:30.165439 UTC,"I'm going back to 505
If it's a seven hour flight or a forty-five minute drive
In my imagination, you're waitin' lyin' on your side",,,
505,Arctic Monkeys,Seattle,Clouds,,2025-05-19 05:14:30.166999 UTC,"I'm going back to 505
If it's a seven hour flight or a forty-five minute drive
In my imagination, you're waitin' lyin' on your side",,,
505,Arctic Monkeys,Seattle,Clouds,50.72,2025-05-19 05:14:30.199573 UTC,"I'm going back to 505
If it's a seven hour flight or a forty-five minute drive
In my imagination, you're waitin' lyin' on your side",,Neutral,Calm
tAsTe,Sabrina Carpenter,Austin,Clouds,,2025-05-19 05:14:35.689949 UTC,"D.A.
Hah
Slide on it pimp game with my pinky ring",,,
tAsTe,Sabrina Carpenter,Austin,Clouds,78.84,2025-05-19 05:14:35.70776 UTC,"D.A.
Hah
Slide on it pimp game with my pinky ring",,Neutral,Calm
tAsTe,Sabrina Carpenter,Austin,Clouds,,2025-05-19 05:14:35.70318 UTC,"D.A.
Hah
Slide on it pimp game with my pinky ring",,,
tAsTe,Sabrina Carpenter,Austin,Clouds,78.84,2025-05-19 05:14:35.705091 UTC,"D.A.
Hah
Slide on it pimp game with my pinky ring",,,
tAsTe,Sabrina Carpenter,Austin,Clouds,,2025-05-19 05:14:35.709272 UTC,"D.A.
Hah
Slide on it pimp game with my pinky ring",,,
Creep,Radiohead,Atlanta,Clear,,2025-05-19 05:14:42.759404 UTC,"When you were here before, couldn't look you in the eye
You're just like an angel, your skin makes me cry
You float like a feather in a beautiful world",,,
Creep,Radiohead,Atlanta,Clear,69.35,2025-05-19 05:14:42.782539 UTC,"When you were here before, couldn't look you in the eye
You're just like an angel, your skin makes me cry
You float like a feather in a beautiful world",,,
Creep,Radiohead,Atlanta,Clear,69.35,2025-05-19 05:14:42.786124 UTC,"When you were here before, couldn't look you in the eye
You're just like an angel, your skin makes me cry
You float like a feather in a beautiful world",,Sad,Happy
Creep,Radiohead,Atlanta,Clear,,2025-05-19 05:14:42.775565 UTC,"When you were here before, couldn't look you in the eye
You're just like an angel, your skin makes me cry
You float like a feather in a beautiful world",,,
Creep,Radiohead,Atlanta,Clear,,2025-05-19 05:14:42.781002 UTC,"When you were here before, couldn't look you in the eye
You're just like an angel, your skin makes me cry
You float like a feather in a beautiful world",,,
Pink + White,Frank Ocean,San Francisco,Clear,,2025-05-19 05:14:44.838424 UTC,"Yeah, yeah, oh (Woo)
Yeah, yeah, yeah
That's the way every day goes",,,
Pink + White,Frank Ocean,San Francisco,Clear,,2025-05-19 05:14:44.858909 UTC,"Yeah, yeah, oh (Woo)
Yeah, yeah, yeah
That's the way every day goes",,,
Pink + White,Frank Ocean,San Francisco,Clear,56.64,2025-05-19 05:14:44.859686 UTC,"Yeah, yeah, oh (Woo)
Yeah, yeah, yeah
That's the way every day goes",,,
Pink + White,Frank Ocean,San Francisco,Clear,56.64,2025-05-19 05:14:44.861405 UTC,"Yeah, yeah, oh (Woo)
Yeah, yeah, yeah
That's the way every day goes",,Neutral,Happy
Pink + White,Frank Ocean,San Francisco,Clear,,2025-05-19 05:14:44.878596 UTC,"Yeah, yeah, oh (Woo)
Yeah, yeah, yeah
That's the way every day goes",,,
Like Him (feat. Lola Young),"Tyler, the Creator",Denver,Clouds,,2025-05-19 05:14:47.056981 UTC,"Damn, nigga, every time I look at you, I swear to God
Nigga, you got that nigga feet
You got that nigga body",,,
Like Him (feat. Lola Young),"Tyler, the Creator",Denver,Clouds,,2025-05-19 05:14:47.074881 UTC,"Damn, nigga, every time I look at you, I swear to God
Nigga, you got that nigga feet
You got that nigga body",,,
Like Him (feat. Lola Young),"Tyler, the Creator",Denver,Clouds,51.26,2025-05-19 05:14:47.08527 UTC,"Damn, nigga, every time I look at you, I swear to God
Nigga, you got that nigga feet
You got that nigga body",,Neutral,Calm
Like Him (feat. Lola Young),"Tyler, the Creator",Denver,Clouds,,2025-05-19 05:14:47.082186 UTC,"Damn, nigga, every time I look at you, I swear to God
Nigga, you got that nigga feet
You got that nigga body",,,
Like Him (feat. Lola Young),"Tyler, the Creator",Denver,Clouds,51.26,2025-05-19 05:14:47.077505 UTC,"Damn, nigga, every time I look at you, I swear to God
Nigga, you got that nigga feet
You got that nigga body",,,
All The Stars (with SZA),Kendrick Lamar,Boston,Clouds,,2025-05-19 05:14:47.471342 UTC,Lyrics preview unavailable.,,,
All The Stars (with SZA),Kendrick Lamar,Boston,Clouds,,2025-05-19 05:14:47.452968 UTC,Lyrics preview unavailable.,,,
All The Stars (with SZA),Kendrick Lamar,Boston,Clouds,57.88,2025-05-19 05:14:47.478506 UTC,Lyrics preview unavailable.,,Neutral,Calm
All The Stars (with SZA),Kendrick Lamar,Boston,Clouds,57.88,2025-05-19 05:14:47.470303 UTC,Lyrics preview unavailable.,,,
All The Stars (with SZA),Kendrick Lamar,Boston,Clouds,,2025-05-19 05:14:47.474929 UTC,Lyrics preview unavailable.,,,
Bad Romance,Lady Gaga,New York,Clouds,,2025-05-19 05:14:51.560078 UTC,"Gaga talked to Grazia about writing this record saying:
Oh, caught in a bad romance
Oh, caught in a bad romance",,,
Bad Romance,Lady Gaga,New York,Clouds,62.98,2025-05-19 05:14:51.578418 UTC,"Gaga talked to Grazia about writing this record saying:
Oh, caught in a bad romance
Oh, caught in a bad romance",,Neutral,Calm
Bad Romance,Lady Gaga,New York,Clouds,,2025-05-19 05:14:51.587325 UTC,"Gaga talked to Grazia about writing this record saying:
Oh, caught in a bad romance
Oh, caught in a bad romance",,,
Bad Romance,Lady Gaga,New York,Clouds,,2025-05-19 05:14:51.582638 UTC,"Gaga talked to Grazia about writing this record saying:
Oh, caught in a bad romance
Oh, caught in a bad romance",,,
Bad Romance,Lady Gaga,New York,Clouds,62.98,2025-05-19 05:14:51.578321 UTC,"Gaga talked to Grazia about writing this record saying:
Oh, caught in a bad romance
Oh, caught in a bad romance",,,
Ribs,Lorde,Los Angeles,Clear,,2025-05-19 05:14:53.475574 UTC,"The drink you spilt all over me
""Lover's Spit"" left on repeat
My mum and dad let me stay home",,,
Ribs,Lorde,Los Angeles,Clear,59.56,2025-05-19 05:14:53.4938 UTC,"The drink you spilt all over me
""Lover's Spit"" left on repeat
My mum and dad let me stay home",,,
Ribs,Lorde,Los Angeles,Clear,,2025-05-19 05:14:53.494281 UTC,"The drink you spilt all over me
""Lover's Spit"" left on repeat
My mum and dad let me stay home",,,
Ribs,Lorde,Los Angeles,Clear,59.56,2025-05-19 05:14:53.499678 UTC,"The drink you spilt all over me
""Lover's Spit"" left on repeat
My mum and dad let me stay home",,Romantic,Happy
Ribs,Lorde,Los Angeles,Clear,,2025-05-19 05:14:53.498753 UTC,"The drink you spilt all over me
""Lover's Spit"" left on repeat
My mum and dad let me stay home",,,
Wildflower,Billie Eilish,Miami,Clouds,,2025-05-19 05:14:58.939677 UTC,"Things fall apart
And time breaks your heart
I wasn't there, but I know",,,
Wildflower,Billie Eilish,Miami,Clouds,,2025-05-19 05:14:58.960907 UTC,"Things fall apart
And time breaks your heart
I wasn't there, but I know",,,
Wildflower,Billie Eilish,Miami,Clouds,,2025-05-19 05:14:58.960863 UTC,"Things fall apart
And time breaks your heart
I wasn't there, but I know",,,
Wildflower,Billie Eilish,Miami,Clouds,79.18,2025-05-19 05:14:58.959303 UTC,"Things fall apart
And time breaks your heart
I wasn't there, but I know",,Neutral,Calm
Wildflower,Billie Eilish,Miami,Clouds,79.18,2025-05-19 05:14:58.977756 UTC,"Things fall apart
And time breaks your heart
I wasn't there, but I know",,,
Pink Pony Club,Chappell Roan,Chicago,Clouds,46.09,2025-05-19 05:15:00.909553 UTC,"I know you wanted me to stay
But I can't ignore the crazy visions of me in L.A.
And I heard that there's a special place",,Neutral,Calm
Pink Pony Club,Chappell Roan,Chicago,Clouds,,2025-05-19 05:15:00.8832 UTC,"I know you wanted me to stay
But I can't ignore the crazy visions of me in L.A.
And I heard that there's a special place",,,
Pink Pony Club,Chappell Roan,Chicago,Clouds,46.09,2025-05-19 05:15:00.913824 UTC,"I know you wanted me to stay
But I can't ignore the crazy visions of me in L.A.
And I heard that there's a special place",,,
Pink Pony Club,Chappell Roan,Chicago,Clouds,,2025-05-19 05:15:00.907375 UTC,"I know you wanted me to stay
But I can't ignore the crazy visions of me in L.A.
And I heard that there's a special place",,,
Pink Pony Club,Chappell Roan,Chicago,Clouds,,2025-05-19 05:15:00.943715 UTC,"I know you wanted me to stay
But I can't ignore the crazy visions of me in L.A.
And I heard that there's a special place",,,
Lovers Rock,TV Girl,Seattle,Clouds,,2025-05-19 05:15:05.372484 UTC,"Are you sick of me?
Would you like to be?
I'm tryin' to tell you somethin'",,,
Lovers Rock,TV Girl,Seattle,Clouds,,2025-05-19 05:15:05.400022 UTC,"Are you sick of me?
Would you like to be?
I'm tryin' to tell you somethin'",,,
Lovers Rock,TV Girl,Seattle,Clouds,50.72,2025-05-19 05:15:05.392925 UTC,"Are you sick of me?
Would you like to be?
I'm tryin' to tell you somethin'",,Neutral,Calm
Lovers Rock,TV Girl,Seattle,Clouds,,2025-05-19 05:15:05.399273 UTC,"Are you sick of me?
Would you like to be?
I'm tryin' to tell you somethin'",,,
Lovers Rock,TV Girl,Seattle,Clouds,50.72,2025-05-19 05:15:05.396425 UTC,"Are you sick of me?
Would you like to be?
I'm tryin' to tell you somethin'",,,
"Good Luck, Babe!",Chappell Roan,New York,Clouds,,2025-05-19 05:22:37.270501 UTC,"It's fine, it's cool
You can say that we are nothing, but you know the truth
And guess I'm the fool",,,
"Good Luck, Babe!",Chappell Roan,New York,Clouds,62.82,2025-05-19 05:22:37.302247 UTC,"It's fine, it's cool
You can say that we are nothing, but you know the truth
And guess I'm the fool",,,
"Good Luck, Babe!",Chappell Roan,New York,Clouds,,2025-05-19 05:22:37.295803 UTC,"It's fine, it's cool
You can say that we are nothing, but you know the truth
And guess I'm the fool",,,
"Good Luck, Babe!",Chappell Roan,New York,Clouds,,2025-05-19 05:22:37.29492 UTC,"It's fine, it's cool
You can say that we are nothing, but you know the truth
And guess I'm the fool",,,
BIRDS OF A FEATHER,Billie Eilish,Los Angeles,Clear,,2025-05-19 05:22:39.28813 UTC,"(But I wanna stay)
I want you to stay
'Til I'm in the grave",,,
BIRDS OF A FEATHER,Billie Eilish,Los Angeles,Clear,,2025-05-19 05:22:39.314429 UTC,"(But I wanna stay)
I want you to stay
'Til I'm in the grave",,,
BIRDS OF A FEATHER,Billie Eilish,Los Angeles,Clear,,2025-05-19 05:22:39.313493 UTC,"(But I wanna stay)
I want you to stay
'Til I'm in the grave",,,
BIRDS OF A FEATHER,Billie Eilish,Los Angeles,Clear,60.03,2025-05-19 05:22:39.324158 UTC,"(But I wanna stay)
I want you to stay
'Til I'm in the grave",,,
Abracadabra,Lady Gaga,Miami,Clouds,,2025-05-19 05:22:41.436955 UTC,"Abracadabra, abracadabra
Abracadabra, abracadabra
Pay the toll to the angels",,,
Abracadabra,Lady Gaga,Miami,Clouds,,2025-05-19 05:22:41.447794 UTC,"Abracadabra, abracadabra
Abracadabra, abracadabra
Pay the toll to the angels",,,
Abracadabra,Lady Gaga,Miami,Clouds,,2025-05-19 05:22:41.460649 UTC,"Abracadabra, abracadabra
Abracadabra, abracadabra
Pay the toll to the angels",,,
Abracadabra,Lady Gaga,Miami,Clouds,79.41,2025-05-19 05:22:41.459209 UTC,"Abracadabra, abracadabra
Abracadabra, abracadabra
Pay the toll to the angels",,,
No One Noticed,The Marías,Chicago,Clouds,,2025-05-19 05:22:43.122187 UTC,"Maybe I
Lost my mind
No one noticed",,,
No One Noticed,The Marías,Chicago,Clouds,46.06,2025-05-19 05:22:43.150486 UTC,"Maybe I
Lost my mind
No one noticed",,,
No One Noticed,The Marías,Chicago,Clouds,,2025-05-19 05:22:43.136987 UTC,"Maybe I
Lost my mind
No one noticed",,,
No One Noticed,The Marías,Chicago,Clouds,,2025-05-19 05:22:43.141185 UTC,"Maybe I
Lost my mind
No one noticed",,,
See You Again (feat. Kali Uchis),"Tyler, the Creator",Seattle,Clouds,,2025-05-19 05:22:45.222279 UTC,"Okay, okay, okay, okay, okay, okay, o—
You live in my dream state
Relocate my fantasy",,,
See You Again (feat. Kali Uchis),"Tyler, the Creator",Seattle,Clouds,,2025-05-19 05:22:45.24765 UTC,"Okay, okay, okay, okay, okay, okay, o—
You live in my dream state
Relocate my fantasy",,,
See You Again (feat. Kali Uchis),"Tyler, the Creator",Seattle,Clouds,50.27,2025-05-19 05:22:45.244149 UTC,"Okay, okay, okay, okay, okay, okay, o—
You live in my dream state
Relocate my fantasy",,,
See You Again (feat. Kali Uchis),"Tyler, the Creator",Seattle,Clouds,,2025-05-19 05:22:45.240497 UTC,"Okay, okay, okay, okay, okay, okay, o—
You live in my dream state
Relocate my fantasy",,,
luther (with SZA),Kendrick Lamar,Austin,Clouds,,2025-05-19 05:22:45.629575 UTC,Lyrics preview unavailable.,,,
luther (with SZA),Kendrick Lamar,Austin,Clouds,,2025-05-19 05:22:45.646618 UTC,Lyrics preview unavailable.,,,
luther (with SZA),Kendrick Lamar,Austin,Clouds,78.84,2025-05-19 05:22:45.648078 UTC,Lyrics preview unavailable.,,,
luther (with SZA),Kendrick Lamar,Austin,Clouds,,2025-05-19 05:22:45.653775 UTC,Lyrics preview unavailable.,,,
What Was That,Lorde,Atlanta,Clear,,2025-05-19 05:22:47.590529 UTC,"A place in the city
A chair and a bed
I cover up all the mirrors",,,
What Was That,Lorde,Atlanta,Clear,,2025-05-19 05:22:47.610247 UTC,"A place in the city
A chair and a bed
I cover up all the mirrors",,,
What Was That,Lorde,Atlanta,Clear,,2025-05-19 05:22:47.601771 UTC,"A place in the city
A chair and a bed
I cover up all the mirrors",,,
What Was That,Lorde,Atlanta,Clear,69.35,2025-05-19 05:22:47.604854 UTC,"A place in the city
A chair and a bed
I cover up all the mirrors",,,
espresso,Sabrina Carpenter,San Francisco,Clear,,2025-05-19 05:22:50.410107 UTC,"Now he's thinkin' 'bout me every night, oh
Is it that sweet? I guess so
Say you can't sleep, baby, I know",,,
espresso,Sabrina Carpenter,San Francisco,Clear,,2025-05-19 05:22:50.421812 UTC,"Now he's thinkin' 'bout me every night, oh
Is it that sweet? I guess so
Say you can't sleep, baby, I know",,,
espresso,Sabrina Carpenter,San Francisco,Clear,56.64,2025-05-19 05:22:50.427251 UTC,"Now he's thinkin' 'bout me every night, oh
Is it that sweet? I guess so
Say you can't sleep, baby, I know",,,
espresso,Sabrina Carpenter,San Francisco,Clear,,2025-05-19 05:22:50.430491 UTC,"Now he's thinkin' 'bout me every night, oh
Is it that sweet? I guess so
Say you can't sleep, baby, I know",,,
Party 4 U,Charli XCX,Denver,Clouds,,2025-05-19 05:22:52.399045 UTC,"I only threw this party for you
Only threw this party for you, for you, for you
I was hopin' you would come through",,,
Party 4 U,Charli XCX,Denver,Clouds,,2025-05-19 05:22:52.410621 UTC,"I only threw this party for you
Only threw this party for you, for you, for you
I was hopin' you would come through",,,
Party 4 U,Charli XCX,Denver,Clouds,,2025-05-19 05:22:52.428805 UTC,"I only threw this party for you
Only threw this party for you, for you, for you
I was hopin' you would come through",,,
Party 4 U,Charli XCX,Denver,Clouds,51.26,2025-05-19 05:22:52.501349 UTC,"I only threw this party for you
Only threw this party for you, for you, for you
I was hopin' you would come through",,,
guess featuring billie eilish,Charli XCX,Boston,Clouds,,2025-05-19 05:22:54.654379 UTC,"Hey, Billie, you there?
Uh-uh
You wanna guess the colour of my underwear",,,
guess featuring billie eilish,Charli XCX,Boston,Clouds,,2025-05-19 05:22:54.666709 UTC,"Hey, Billie, you there?
Uh-uh
You wanna guess the colour of my underwear",,,
guess featuring billie eilish,Charli XCX,Boston,Clouds,,2025-05-19 05:22:54.67066 UTC,"Hey, Billie, you there?
Uh-uh
You wanna guess the colour of my underwear",,,
guess featuring billie eilish,Charli XCX,Boston,Clouds,57.42,2025-05-19 05:22:54.676932 UTC,"Hey, Billie, you there?
Uh-uh
You wanna guess the colour of my underwear",,,
Die With A Smile,Lady Gaga,New York,Clouds,,2025-05-19 05:22:57.296257 UTC,"(Ooh, ooh)
I, I just woke up from a dream
Where you and I had to say goodbye",,,
Die With A Smile,Lady Gaga,New York,Clouds,,2025-05-19 05:22:57.315011 UTC,"(Ooh, ooh)
I, I just woke up from a dream
Where you and I had to say goodbye",,,
Die With A Smile,Lady Gaga,New York,Clouds,62.82,2025-05-19 05:22:57.321902 UTC,"(Ooh, ooh)
I, I just woke up from a dream
Where you and I had to say goodbye",,,
Die With A Smile,Lady Gaga,New York,Clouds,,2025-05-19 05:22:57.311306 UTC,"(Ooh, ooh)
I, I just woke up from a dream
Where you and I had to say goodbye",,,
Von Dutch,Charli XCX,Los Angeles,Clear,,2025-05-19 05:22:59.774439 UTC,"It's okay to just admit that you're jealous of me
Yeah, I heard you talk about me, that's the word on the street
You're obsessing, just confess it, put your hands up",,,
Von Dutch,Charli XCX,Los Angeles,Clear,60.03,2025-05-19 05:22:59.791484 UTC,"It's okay to just admit that you're jealous of me
Yeah, I heard you talk about me, that's the word on the street
You're obsessing, just confess it, put your hands up",,,
Von Dutch,Charli XCX,Los Angeles,Clear,,2025-05-19 05:22:59.783104 UTC,"It's okay to just admit that you're jealous of me
Yeah, I heard you talk about me, that's the word on the street
You're obsessing, just confess it, put your hands up",,,
Von Dutch,Charli XCX,Los Angeles,Clear,,2025-05-19 05:22:59.793761 UTC,"It's okay to just admit that you're jealous of me
Yeah, I heard you talk about me, that's the word on the street
You're obsessing, just confess it, put your hands up",,,
Poker Face,Lady Gaga,Miami,Clouds,,2025-05-19 05:23:05.17894 UTC,"Mum-mum-mum-mah
Mum-mum-mum-mah
Mum-mum-mum-mah",,,
Poker Face,Lady Gaga,Miami,Clouds,79.41,2025-05-19 05:23:05.195395 UTC,"Mum-mum-mum-mah
Mum-mum-mum-mah
Mum-mum-mum-mah",,,
Poker Face,Lady Gaga,Miami,Clouds,,2025-05-19 05:23:05.198631 UTC,"Mum-mum-mum-mah
Mum-mum-mum-mah
Mum-mum-mum-mah",,,
Poker Face,Lady Gaga,Miami,Clouds,,2025-05-19 05:23:05.194762 UTC,"Mum-mum-mum-mah
Mum-mum-mum-mah
Mum-mum-mum-mah",,,
Judas,Lady Gaga,Chicago,Clouds,,2025-05-19 05:23:07.689759 UTC,"Woah-woah-woah-woah-woah
I'm in love with Juda-as, Juda-as
Woah-woah-woah-woah-woah",,,
Judas,Lady Gaga,Chicago,Clouds,,2025-05-19 05:23:07.702927 UTC,"Woah-woah-woah-woah-woah
I'm in love with Juda-as, Juda-as
Woah-woah-woah-woah-woah",,,
Judas,Lady Gaga,Chicago,Clouds,,2025-05-19 05:23:07.69959 UTC,"Woah-woah-woah-woah-woah
I'm in love with Juda-as, Juda-as
Woah-woah-woah-woah-woah",,,
Judas,Lady Gaga,Chicago,Clouds,46.06,2025-05-19 05:23:07.704592 UTC,"Woah-woah-woah-woah-woah
I'm in love with Juda-as, Juda-as
Woah-woah-woah-woah-woah",,,
505,Arctic Monkeys,Seattle,Clouds,,2025-05-19 05:23:09.572795 UTC,"I'm going back to 505
If it's a seven hour flight or a forty-five minute drive
In my imagination, you're waitin' lyin' on your side",,,
505,Arctic Monkeys,Seattle,Clouds,50.27,2025-05-19 05:23:09.587006 UTC,"I'm going back to 505
If it's a seven hour flight or a forty-five minute drive
In my imagination, you're waitin' lyin' on your side",,,
505,Arctic Monkeys,Seattle,Clouds,,2025-05-19 05:23:09.581663 UTC,"I'm going back to 505
If it's a seven hour flight or a forty-five minute drive
In my imagination, you're waitin' lyin' on your side",,,
505,Arctic Monkeys,Seattle,Clouds,,2025-05-19 05:23:09.59025 UTC,"I'm going back to 505
If it's a seven hour flight or a forty-five minute drive
In my imagination, you're waitin' lyin' on your side",,,
tAsTe,Sabrina Carpenter,Austin,Clouds,,2025-05-19 05:23:12.313749 UTC,"D.A.
Hah
Slide on it pimp game with my pinky ring",,,
tAsTe,Sabrina Carpenter,Austin,Clouds,,2025-05-19 05:23:12.329391 UTC,"D.A.
Hah
Slide on it pimp game with my pinky ring",,,
tAsTe,Sabrina Carpenter,Austin,Clouds,78.84,2025-05-19 05:23:12.343238 UTC,"D.A.
Hah
Slide on it pimp game with my pinky ring",,,
tAsTe,Sabrina Carpenter,Austin,Clouds,,2025-05-19 05:23:12.328681 UTC,"D.A.
Hah
Slide on it pimp game with my pinky ring",,,
Creep,Radiohead,Atlanta,Clear,,2025-05-19 05:23:19.54028 UTC,"When you were here before, couldn't look you in the eye
You're just like an angel, your skin makes me cry
You float like a feather in a beautiful world",,,
Creep,Radiohead,Atlanta,Clear,,2025-05-19 05:23:19.55979 UTC,"When you were here before, couldn't look you in the eye
You're just like an angel, your skin makes me cry
You float like a feather in a beautiful world",,,
Creep,Radiohead,Atlanta,Clear,69.35,2025-05-19 05:23:19.558163 UTC,"When you were here before, couldn't look you in the eye
You're just like an angel, your skin makes me cry
You float like a feather in a beautiful world",,,
Creep,Radiohead,Atlanta,Clear,,2025-05-19 05:23:19.559723 UTC,"When you were here before, couldn't look you in the eye
You're just like an angel, your skin makes me cry
You float like a feather in a beautiful world",,,
Pink + White,Frank Ocean,San Francisco,Clear,,2025-05-19 05:23:21.47507 UTC,"Yeah, yeah, oh (Woo)
Yeah, yeah, yeah
That's the way every day goes",,,
Pink + White,Frank Ocean,San Francisco,Clear,,2025-05-19 05:23:21.466395 UTC,"Yeah, yeah, oh (Woo)
Yeah, yeah, yeah
That's the way every day goes",,,
Pink + White,Frank Ocean,San Francisco,Clear,56.64,2025-05-19 05:23:21.48244 UTC,"Yeah, yeah, oh (Woo)
Yeah, yeah, yeah
That's the way every day goes",,,
Pink + White,Frank Ocean,San Francisco,Clear,,2025-05-19 05:23:21.451487 UTC,"Yeah, yeah, oh (Woo)
Yeah, yeah, yeah
That's the way every day goes",,,
Like Him (feat. Lola Young),"Tyler, the Creator",Denver,Clouds,,2025-05-19 05:23:23.202721 UTC,"Damn, nigga, every time I look at you, I swear to God
Nigga, you got that nigga feet
You got that nigga body",,,
Like Him (feat. Lola Young),"Tyler, the Creator",Denver,Clouds,,2025-05-19 05:23:23.215823 UTC,"Damn, nigga, every time I look at you, I swear to God
Nigga, you got that nigga feet
You got that nigga body",,,
